"Venue Name","Venue URL","Total Check-ins","Store ID","Description","Street Address","City","State","Zip","Country","Phone","Closed","Website","Twitter","Latitude","Longitude","Categories","Long Venue Id","Groups"
"Wom Works","https://foursquare.com/v/wom-works/57dab9dc498e438a0c162450","0","","We Create Digital Experiences !","Zorlu Center Levazım Mh. Koru Sk. No: 2 Ofisler Bölgesi Kat: T5 D: 562","Beşiktaş","Istanbul","34340","Turkey","05373378991","No","http://wom.works","wom_works","41.067057152911026","29.016995429992676","Tech Startups","57dab9dc498e438a0c162450",""
